profile_id,sample_index,sample_seed,accepted,max_cr,error,offending_paths
P1,61,17800103,True,0.026979104447134625,,
P1,62,17800104,True,0.050481872870758136,,
P1,63,17800105,True,0.028962761589434016,,
P1,64,17800106,True,0.0648606684880103,,
P1,65,17800107,True,0.08310504519279603,,
P1,66,17800108,True,0.059965103653723144,,
P1,67,17800109,True,0.060075673290713144,,
P1,68,17800110,True,0.058215541773622155,,
P1,69,17800111,True,0.0683632748514903,,
P1,70,17800112,True,0.07645412980228904,,
P1,71,17800113,True,0.05175987012073237,,
P1,72,17800114,True,0.04625621090955894,,
P1,73,17800115,True,0.02697910444713429,,
P1,74,17800116,True,0.06417201796393054,,
P1,75,17800117,True,0.017553404255156703,,
P1,76,17800118,True,0.07609510898571442,,
P1,77,17800119,True,0.03008419435677469,,
P1,78,17800120,True,0.030911127057136382,,
P1,79,17800121,True,0.0671361764984319,,
P1,80,17800122,True,0.027070733182805482,,
P1,81,17800123,True,0.019267925828716916,,
P1,82,17800124,True,0.07609577694448748,,
P1,83,17800125,True,0.04925451585195544,,
P1,84,17800126,True,0.053010952518472904,,
P1,85,17800127,True,0.05397279219802692,,
P1,86,17800128,True,0.04622549644738907,,
P1,87,17800129,True,0.028962761589433356,,
P1,88,17800130,True,0.053320189782743416,,
P1,89,17800131,True,0.013316795539390337,,
P1,90,17800132,True,0.06588870995677111,,
P1,91,17800133,True,0.04195813255426793,,
P1,92,17800134,True,0.046256210909559274,,
P1,93,17800135,True,0.030911127057136382,,
P1,94,17800136,True,0.04622549644738907,,
P1,95,17800137,True,0.06636614968792873,,
P1,96,17800138,True,0.06337372885632118,,
P1,97,17800139,True,0.08614937744557377,,
P1,98,17800140,True,0.08998477315444396,,
P1,99,17800141,True,0.03785859522492425,,
P1,100,17800142,True,0.012145712900491592,,
P1,101,17800143,True,0.02443031211566792,,
P1,102,17800144,True,0.03764713141356627,,
P1,103,17800145,True,0.055822035546834216,,
P1,104,17800146,True,0.019408395454210768,,
P1,105,17800147,True,0.02768417943306092,,
P1,106,17800148,True,0.022461862057089454,,
P1,107,17800149,True,0.094738604446844,,
P1,108,17800150,True,0.058231945379590026,,
P1,109,17800151,True,0.05705810265017267,,
P1,110,17800152,True,0.02974115346103532,,
P1,111,17800153,True,0.053329386183039194,,
P1,112,17800154,True,0.04540009487709289,,
P1,113,17800155,True,0.03539867386812211,,
P1,114,17800156,True,0.017863825113148362,,
P1,115,17800157,True,0.059965103653723144,,
P1,116,17800158,True,0.06007567329071249,,
P1,117,17800159,True,0.04925451585195544,,
P1,118,17800160,True,0.06636614968792873,,
P1,119,17800161,False,0.1563989803221016,,Model Training / Technological
P1,120,17800162,False,0.14367816091953972,,Knowledge analysis / Human
P1,121,17800163,True,0.014194294291855295,,
P1,122,17800164,True,0.03215393630797028,,
P1,123,17800165,True,0.07101277568821564,,
P1,124,17800166,True,0.08843730532276654,,
P1,125,17800167,True,0.03930306335673179,,
P1,126,17800168,True,0.034365890711128465,,
P1,127,17800169,True,0.030084194356775073,,
P1,128,17800170,True,0.045909868624106745,,
P1,129,17800171,True,0.04622549644739366,,
P1,130,17800172,True,0.08705739258293686,,
P1,131,17800173,True,0.018145663753712928,,
P1,132,17800174,True,0.0678905698469701,,
P1,133,17800175,True,0.028086952048834095,,
P1,134,17800176,True,0.04622549644739366,,
P1,135,17800177,True,0.046256210909557956,,
P1,136,17800178,True,0.017055897304657383,,
P1,137,17800179,True,0.03989674430970359,,
P1,138,17800180,True,0.015771299387612077,,
P1,139,17800181,True,0.03820042252463084,,
P1,140,17800182,True,0.09297183953015185,,
P1,141,17800183,True,0.05101219316155357,,
P1,142,17800184,True,0.07766796681354596,,
P1,143,17800185,True,0.0655163188226461,,
P1,144,17800186,True,0.0462254964473906,,
P1,145,17800187,True,0.029338143951490054,,
P1,146,17800188,True,0.062013954513412364,,
P1,147,17800189,True,0.04625621090955894,,
P1,148,17800190,True,0.0364294711046434,,
P1,149,17800191,True,0.04168689881571901,,
P1,150,17800192,True,0.06595446420931174,,
P1,151,17800193,True,0.03807944114175728,,
P1,152,17800194,True,0.05163613304553427,,
P1,153,17800195,True,0.03407425164882785,,
P1,154,17800196,True,0.036077582788077996,,
P1,155,17800197,True,0.08559742452802234,,
P1,156,17800198,True,0.09505082893199142,,
P1,157,17800199,True,0.01914777294672409,,
P1,158,17800200,True,0.02306722890356153,,
P1,159,17800201,True,0.053423554849595586,,
P1,160,17800202,True,0.0727363928449379,,
P1,161,17800203,True,0.05626658621719359,,
P1,162,17800204,False,0.1147094430148763,,Model Training / Technological
P1,163,17800205,True,0.05332018978274605,,
P1,164,17800206,True,0.04622549644739098,,
P1,165,17800207,True,0.019267925828717242,,
P1,166,17800208,True,0.051861081252271624,,
P1,167,17800209,True,0.056266586217195894,,
P1,168,17800210,True,0.019267925828717242,,
P1,169,17800211,True,0.0633737288563231,,
P1,170,17800212,True,0.08410314375351015,,
P1,171,17800213,True,0.0618234630602153,,
P1,172,17800214,True,0.09297183953015185,,
P1,173,17800215,True,0.042500117376848286,,
P1,174,17800216,True,0.028234609085321258,,
P1,175,17800217,True,0.03180650067104919,,
P1,176,17800218,True,0.02541910816273599,,
P1,177,17800219,True,0.08614937744557338,,
P1,178,17800220,True,0.0492545158519538,,
P1,179,17800221,True,0.023067228903565145,,
P1,180,17800222,True,0.04203941809403443,,
P1,181,17800223,True,0.067287112600508,,
P1,182,17800224,True,0.09297183953014994,,
P1,183,17800225,True,0.08557988968742718,,
P1,184,17800226,True,0.03180650067104919,,
P1,185,17800227,True,0.022946231744501024,,
P1,186,17800228,True,0.04049403275454736,,
P1,187,17800229,True,0.033720821598761413,,
P1,188,17800230,True,0.04402750772928427,,
P1,189,17800231,True,0.033720821598761413,,
P1,190,17800232,True,0.02966434031115114,,
P1,191,17800233,True,0.035858827287106446,,
P1,192,17800234,True,0.029902131707116985,,
P1,193,17800235,True,0.08614937744557262,,
P1,194,17800236,True,0.03558916783643782,,
P1,195,17800237,True,0.0534235548495969,,
P1,196,17800238,True,0.021347310078496003,,
P1,197,17800239,True,0.04727742319423535,,
P1,198,17800240,False,0.12355056471121746,,Model Training / Technological
P1,199,17800241,True,0.06587478878070384,,
P2,0,18000042,True,0.07605026451653832,,
P2,1,18000043,True,0.02836870321888947,,
P2,2,18000044,True,0.09904794375569952,,
P2,3,18000045,True,0.026979104447133966,,
P2,4,18000046,True,0.030911127057136382,,
P2,5,18000047,True,0.08614937744557453,,
P2,6,18000048,True,0.06871020750789825,,
P2,7,18000049,True,0.043369923287980075,,
P2,8,18000050,True,0.01266555889912683,,
P2,9,18000051,True,0.0671439345724653,,
P2,10,18000052,True,0.029113174610953793,,
P2,11,18000053,True,0.07485945849274257,,
P2,12,18000054,True,0.027415120415430237,,
P2,13,18000055,True,0.046225496447392135,,
P2,14,18000056,True,0.015283280493054439,,
P2,15,18000057,True,0.030911127057135397,,
P2,16,18000058,False,0.11690590056727565,,Model operation / Technological
P2,17,18000059,True,0.030020972907064854,,
P2,18,18000060,True,0.03797842828245991,,
P2,19,18000061,True,0.016774138170469282,,
P2,20,18000062,True,0.06337372885632041,,
P2,21,18000063,True,0.08569808980945146,,
P2,22,18000064,True,0.0462254964473906,,
P2,23,18000065,True,0.08614937744557377,,
P2,24,18000066,False,0.11463774720924746,,
P2,25,18000067,True,0.0032676993178970943,,
P2,26,18000068,True,0.06337372885632118,,
P2,27,18000069,True,0.0323970783132626,,
P2,28,18000070,True,0.03489870228109862,,
P2,29,18000071,False,0.10787413161516114,,
P2,30,18000072,False,0.17751517527149208,,Knowledge analysis / Human
P2,31,18000073,True,0.045612675469864875,,
P2,32,18000074,True,0.05332938618304018,,
P2,33,18000075,True,0.056436217552837675,,
P2,34,18000076,True,0.029664340311148178,,
P2,35,18000077,True,0.02328784658434952,,
P2,36,18000078,True,0.04368232275717616,,
P2,37,18000079,True,0.05804943554617914,,
P2,38,18000080,True,0.022461862057089783,,
P2,39,18000081,True,0.02477003638575207,,
P2,40,18000082,True,0.06871020750789825,,
P2,41,18000083,True,0.02720999757727557,,
P2,42,18000084,True,0.024685131514811397,,
P2,43,18000085,True,0.03180650067104957,,
P2,44,18000086,True,0.028872483128232842,,
P2,45,18000087,True,0.06117453614950838,,
P2,46,18000088,True,0.04622549644739558,,
P2,47,18000089,True,0.0745038051884689,,
P2,48,18000090,True,0.046225496447392135,,
P2,49,18000091,True,0.042752809174190096,,
P2,50,18000092,False,0.16987324384658242,,
P2,51,18000093,True,0.04075947297831636,,
P2,52,18000094,True,0.06508669644564967,,
P2,53,18000095,True,0.074791307342055,,
P2,54,18000096,True,0.024188961356097164,,
P2,55,18000097,True,0.03180650067104957,,
P2,56,18000098,True,0.02328784658434952,,
P2,57,18000099,True,0.03392254376880288,,
P2,58,18000100,True,0.09297183953014955,,
P2,59,18000101,True,0.04622549644738907,,
P2,60,18000102,True,0.08614937744557338,,
P2,61,18000103,True,0.05301095251847455,,
P2,62,18000104,True,0.08867044708518179,,
P2,63,18000105,True,0.038200422524629525,,
P2,64,18000106,True,0.027684179433062565,,
P2,65,18000107,True,0.01762896736301182,,
P2,66,18000108,True,0.018732691631606242,,
P2,67,18000109,True,0.046225496447394814,,
P2,68,18000110,True,0.08682590293457476,,
P2,69,18000111,False,0.10113867801940321,,
P2,70,18000112,False,0.13485371938276386,,
P2,71,18000113,True,0.03899344803940904,,
P2,72,18000114,True,0.03180650067104919,,
P2,73,18000115,True,0.041838281419166616,,
P2,74,18000116,True,0.06702586148711882,,
P2,75,18000117,True,0.04394354632637224,,
P2,76,18000118,True,0.06938396529079649,,
P2,77,18000119,True,0.09683949763467889,,
P2,78,18000120,False,0.11814556899617892,,
P2,79,18000121,True,0.016970105370911273,,
P2,80,18000122,True,0.04368232275717714,,
P2,81,18000123,True,0.020312890464984405,,
P2,82,18000124,True,0.06264929430232026,,
P2,83,18000125,True,0.04622549644738907,,
P2,84,18000126,True,0.037059203529490166,,
P2,85,18000127,False,0.11739861206305471,,
P2,86,18000128,True,0.030735945155423973,,
P2,87,18000129,True,0.024002226325043976,,
P2,88,18000130,True,0.05417134619718949,,
P2,89,18000131,True,0.03566825423852924,,
P2,90,18000132,True,0.06441019992204461,,
P2,91,18000133,True,0.07130863866288115,,
P2,92,18000134,True,0.021389657380069857,,
P2,93,18000135,True,0.06922400324248743,,
P2,94,18000136,True,0.04712483168947321,,
P2,95,18000137,True,0.007637107133074026,,
P2,96,18000138,True,0.053010952518472244,,
P2,97,18000139,True,0.05368824687241507,,
P2,98,18000140,False,0.12206970122339503,,|Model Training / Technological
P2,99,18000141,True,0.030101208643073342,,
P2,100,18000142,True,0.03921150990366775,,
P2,101,18000143,True,0.03592192819316981,,
P2,102,18000144,True,0.06338939678352648,,
P2,103,18000145,True,0.059533285311214906,,
P2,104,18000146,True,0.06726099135730695,,
P2,105,18000147,True,0.018940511182303364,,
P2,106,18000148,True,0.05272675025312438,,
P2,107,18000149,True,0.09528603756442172,,
P2,108,18000150,True,0.08614937744557453,,
P2,109,18000151,True,0.051941697351830476,,
P2,110,18000152,True,0.023702893600617878,,
P2,111,18000153,True,0.03008419435677622,,
P2,112,18000154,True,0.03932007150499934,,
P2,113,18000155,True,0.03008419435677469,,
P2,114,18000156,True,0.035996986373039164,,
P2,115,18000157,False,0.12631047548053528,,
P2,116,18000158,True,0.0935616630766611,,
P2,117,18000159,True,0.07801161077012359,,
P2,118,18000160,False,0.15252434650532776,,Model operation / Technological
P2,119,18000161,True,0.01697010537091259,,
P2,120,18000162,True,0.023287846584350506,,
P2,121,18000163,True,0.02697910444713528,,
P2,122,18000164,True,0.02328784658435018,,
P2,123,18000165,True,0.058108518636140374,,
P2,124,18000166,True,0.05656282398041452,,
P2,125,18000167,True,0.09505082893199142,,
P2,126,18000168,True,0.03128360233614703,,
P2,127,18000169,True,0.030101208643076305,,
P2,128,18000170,True,0.04900021357491507,,
P2,129,18000171,True,0.01650368346077659,,
P2,130,18000172,True,0.026300954629482384,,
P2,131,18000173,True,0.029056748031297788,,
P2,132,18000174,True,0.02539044654817608,,
P2,133,18000175,True,0.08998477315444472,,
P2,134,18000176,True,0.009664131685887494,,
P2,135,18000177,True,0.06050580498632549,,
P2,136,18000178,True,0.05838597446706841,,
P2,137,18000179,True,0.04622549644739558,,
P2,138,18000180,True,0.04404340012331254,,
P2,139,18000181,True,0.05315573148608812,,
P2,140,18000182,True,0.08402994059130463,,
P2,141,18000183,True,0.03372082159876175,,
P2,142,18000184,True,0.08614937744557377,,
P2,143,18000185,True,0.01155390712442573,,
P2,144,18000186,True,0.01577129938761093,,
P2,145,18000187,True,0.03392254376880354,,
P2,146,18000188,False,0.11463774720924746,,
P2,147,18000189,True,0.09715466456654948,,
P2,148,18000190,True,0.04580653034468217,,
P2,149,18000191,True,0.07672391085915899,,
P2,150,18000192,True,0.04622549644738907,,
P2,151,18000193,True,0.018940511182305667,,
P2,152,18000194,True,0.046225496447392135,,
P2,153,18000195,True,0.02709382639023773,,
P2,154,18000196,True,0.06337372885632118,,
P2,155,18000197,True,0.03251562977953835,,
P2,156,18000198,True,0.02468513151481337,,
P2,157,18000199,True,0.09297183953015108,,
P2,158,18000200,True,0.060864992697011816,,
P2,159,18000201,True,0.06760272265581842,,
P2,160,18000202,True,0.073617517489427,,
P2,161,18000203,False,0.15252434650532776,,Model operation / Technological
P2,162,18000204,True,0.022461862057090113,,
P2,163,18000205,True,0.023822600490652934,,
P2,164,18000206,True,0.03299101985750576,,
P2,165,18000207,True,0.044933460577648784,,
P2,166,18000208,True,0.018940511182305338,,
P2,167,18000209,True,0.05277129795786391,,
P2,168,18000210,False,0.133544220065379,,
P2,169,18000211,True,0.07766796681354826,,
P2,170,18000212,True,0.04054795954053451,,
P2,171,18000213,True,0.06675354932730453,,
P2,172,18000214,True,0.08579005216950246,,
P2,173,18000215,True,0.054171346197187845,,
P2,174,18000216,True,0.06587478878070384,,
P2,175,18000217,True,0.02630095462948271,,
P2,176,18000218,True,0.01550582800036944,,
P2,177,18000219,True,0.06922400324248666,,
P2,178,18000220,True,0.06587478878070384,,
P2,179,18000221,True,0.043369923287977445,,
P2,180,18000222,True,0.031378659655307096,,
P2,181,18000223,True,0.0203790440748719,,
P2,182,18000224,True,0.046225496447394814,,
P2,183,18000225,True,0.04054795954053451,,
P2,184,18000226,True,0.0762170043360169,,
P2,185,18000227,True,0.03743410609193349,,
P2,186,18000228,True,0.0633737288563231,,
P2,187,18000229,True,0.017171288562529367,,
P2,188,18000230,True,0.029741153461038936,,
P2,189,18000231,True,0.013512664559882565,,
P2,190,18000232,True,0.03372082159876109,,
P2,191,18000233,False,0.11690590056727794,,Knowledge analysis / Human
P2,192,18000234,True,0.06922400324248283,,
P2,193,18000235,True,0.02154366720387643,,
P2,194,18000236,True,0.030101208643076305,,
P2,195,18000237,True,0.06337372885632118,,
P2,196,18000238,True,0.04439817748341864,,
P2,197,18000239,True,0.016970105370908643,,
P2,198,18000240,False,0.14747507204686922,,Model operation / Technological
P2,199,18000241,True,0.029741153461038936,,
P3,0,18200042,True,0.06938396529079649,,
P3,1,18200043,True,0.016861324209861788,,
P3,2,18200044,True,0.09297183953014955,,
P3,3,18200045,True,0.025390446548175422,,
P3,4,18200046,True,0.03563457833202083,,
P3,5,18200047,True,0.05277129795786687,,
P3,6,18200048,True,0.08643638284636933,,
P3,7,18200049,True,0.05843813150389649,,
P3,8,18200050,True,0.08767494079674962,,
P3,9,18200051,True,0.026666995973084546,,
P3,10,18200052,True,0.053207596375028476,,
P3,11,18200053,True,0.059533285311214254,,
P3,12,18200054,True,0.046225496447391365,,
P3,13,18200055,True,0.013084271718165737,,
P3,14,18200056,True,0.03215393630797028,,
P3,15,18200057,True,0.0462254964473906,,
P3,16,18200058,True,0.03372082159876339,,
P3,17,18200059,True,0.05446036056499379,,
P3,18,18200060,True,0.06574795127555925,,
P3,19,18200061,True,0.033832623219539164,,
P3,20,18200062,True,0.05239055773032161,,
P3,21,18200063,True,0.056222678385819874,,
P3,22,18200064,True,0.02966434031115048,,
P3,23,18200065,True,0.029056748031294828,,
P3,24,18200066,True,0.07265812556275075,,
P3,25,18200067,False,0.11690590056727948,,Knowledge analysis / Human
P3,26,18200068,True,0.04357471460100805,,
P3,27,18200069,True,0.03215393630797094,,
P3,28,18200070,True,0.032326433531756904,,
P3,29,18200071,True,0.0462254964473906,,
P3,30,18200072,True,0.06552683453096338,,
P3,31,18200073,True,0.059248853926809154,,
P3,32,18200074,True,0.0462254964473906,,
P3,33,18200075,True,0.02103250455854606,,
P3,34,18200076,True,0.03217455632459943,,
P3,35,18200077,True,0.046225496447391365,,
P3,36,18200078,False,0.14747507204686922,,Model operation / Technological
P3,37,18200079,True,0.020823708961519718,,
P3,38,18200080,True,0.02103250455854606,,
P3,39,18200081,True,0.026300954629481725,,
P3,40,18200082,True,0.021347310078498636,,
P3,41,18200083,True,0.04327633649880256,,
P3,42,18200084,True,0.046225496447394814,,
P3,43,18200085,True,0.08614937744557338,,
P3,44,18200086,True,0.06587478878070384,,
P3,45,18200087,True,0.058250726898583745,,
P3,46,18200088,True,0.036218605890239175,,
P3,47,18200089,True,0.0462254964473906,,
P3,48,18200090,True,0.04914757462901914,,
P3,49,18200091,True,0.05825072689858474,,
P3,50,18200092,True,0.08734980777782976,,
P3,51,18200093,True,0.0525364909858258,,
P3,52,18200094,True,0.02382260049065622,,
P3,53,18200095,True,0.08614937744557338,,
P3,54,18200096,True,0.05924885392681047,,
P3,55,18200097,True,0.046225496447391365,,
P3,56,18200098,False,0.14367816091954164,,Model operation / Technological
P3,57,18200099,True,0.06269815009620423,,
P3,58,18200100,False,0.14568920641067862,,
P3,59,18200101,True,0.07321336974317094,,
P3,60,18200102,True,0.07273639284494217,,
P3,61,18200103,True,0.04183828141916366,,
P3,62,18200104,True,0.057103674534495164,,
P3,63,18200105,True,0.036218605890239175,,
P3,64,18200106,True,0.03621860589024049,,
P3,65,18200107,True,0.019267925828714283,,
P3,66,18200108,True,0.03563457833202083,,
P3,67,18200109,True,0.013084271718165737,,
P3,68,18200110,True,0.08902559625203654,,
P3,69,18200111,True,0.03215393630797094,,
P3,70,18200112,True,0.04915335631502593,,
P3,71,18200113,True,0.033720821598763065,,
P3,72,18200114,True,0.09970516786176171,,
P3,73,18200115,True,0.05320759637502709,,
P3,74,18200116,True,0.013084271718166332,,
P3,75,18200117,True,0.04493346057764582,,
P3,76,18200118,True,0.03180650067104919,,
P3,77,18200119,True,0.03563457833202102,,
P3,78,18200120,True,0.04622549644739558,,
P3,79,18200121,True,0.06136776828234555,,
P3,80,18200122,True,0.0462254964473906,,
P3,81,18200123,True,0.013084271718166332,,
P3,82,18200124,True,0.041611145989533305,,
P3,83,18200125,True,0.027658123914656347,,
P3,84,18200126,True,0.013084271718165934,,
P3,85,18200127,True,0.04622549644739558,,
P3,86,18200128,True,0.05186108125226866,,
P3,87,18200129,True,0.07064748837013961,,
P3,88,18200130,True,0.04161114598953264,,
P3,89,18200131,True,0.04914757462902093,,
P3,90,18200132,True,0.035935764609945665,,
P3,91,18200133,True,0.04691932937682228,,
P3,92,18200134,True,0.039629661352667815,,
P3,93,18200135,True,0.05825072689858335,,
P3,94,18200136,True,0.0633737288563231,,
P3,95,18200137,True,0.04622549644739558,,
P3,96,18200138,True,0.035935764609945665,,
P3,97,18200139,True,0.04097612216346911,,
P3,98,18200140,True,0.04615357396518136,,
P3,99,18200141,True,0.03215393630797028,,
P3,100,18200142,False,0.11690590056727948,,Knowledge analysis / Human
P3,101,18200143,True,0.03215393630797028,,
P3,102,18200144,True,0.04968481517311942,,
P3,103,18200145,True,0.05277129795786819,,
P3,104,18200146,True,0.0462254964473906,,
P3,105,18200147,True,0.09753719563698632,,
P3,106,18200148,True,0.046225496447394814,,
P3,107,18200149,True,0.03563457833202102,,
P3,108,18200150,True,0.03365407213337886,,
P3,109,18200151,True,0.021525992749695386,,
P3,110,18200152,True,0.029741153461038936,,
P3,111,18200153,True,0.04622549644739558,,
P3,112,18200154,True,0.046225496447391365,,
P3,113,18200155,True,0.08559742452802463,,
P3,114,18200156,True,0.04327633649880322,,
P3,115,18200157,True,0.03043645000903812,,
P3,116,18200158,True,0.013084271718166332,,
P3,117,18200159,True,0.04978830878039926,,
P3,118,18200160,False,0.11690590056727718,,Model operation / Technological
P3,119,18200161,True,0.0462254964473906,,
P3,120,18200162,True,0.060075673290712825,,
P3,121,18200163,True,0.05186108125226931,,
P3,122,18200164,True,0.030911127057136056,,
P3,123,18200165,True,0.006053245801665346,,
P3,124,18200166,True,0.04368232275717714,,
P3,125,18200167,True,0.07595196565071029,,
P3,126,18200168,True,0.041958132554265636,,
P3,127,18200169,True,0.0659544642093147,,
P3,128,18200170,True,0.013084271718166332,,
P3,129,18200171,True,0.037858595224923915,,
P3,130,18200172,True,0.03888862228506229,,
P3,131,18200173,True,0.04327633649880256,,
P3,132,18200174,True,0.018940511182302378,,
P3,133,18200175,True,0.06522766332135262,,
P3,134,18200176,True,0.05825072689858355,,
P3,135,18200177,True,0.02966434031115048,,
P3,136,18200178,True,0.0462254964473906,,
P3,137,18200179,True,0.03893218882992387,,
P3,138,18200180,True,0.053320189782745726,,
P3,139,18200181,True,0.05722255603061536,,
P3,140,18200182,True,0.02103250455854606,,
P3,141,18200183,False,0.3167601732596934,,Knowledge analysis / Human
P3,142,18200184,True,0.03563457833202142,,
P3,143,18200185,True,0.046225496447394814,,
P3,144,18200186,True,0.02630095462948436,,
P3,145,18200187,True,0.02697910444713429,,
P3,146,18200188,True,0.029664340311150807,,
P3,147,18200189,False,0.12348209695274161,,Knowledge selection / Human
P3,148,18200190,True,0.0462254964473906,,
P3,149,18200191,True,0.07103792695838404,,
P3,150,18200192,True,0.03952908402901597,,
P3,151,18200193,True,0.019190577417305447,,
P3,152,18200194,True,0.0462254964473906,,
P3,153,18200195,True,0.02477003638575207,,
P3,154,18200196,True,0.046225496447391365,,
P3,155,18200197,True,0.07303995720114181,,
P3,156,18200198,True,0.06660402214473261,,
P3,157,18200199,True,0.06931046931937147,,
P3,158,18200200,True,0.0462254964473906,,
P3,159,18200201,True,0.011553907124426388,,
P3,160,18200202,True,0.0462254964473906,,
P3,161,18200203,False,0.1873806697548587,,|Knowledge analysis / Human
P3,162,18200204,True,0.09316717244858143,,
P3,163,18200205,True,0.018940511182303364,,
P3,164,18200206,True,0.08163990503759304,,
P3,165,18200207,True,0.03232643353175829,,
P3,166,18200208,True,0.046225496447391365,,
P3,167,18200209,True,0.09358322119177573,,
P3,168,18200210,False,0.125112071473683,,
P3,169,18200211,True,0.062235629648370906,,
P3,170,18200212,True,0.046225496447391365,,
P3,171,18200213,True,0.04622549644738907,,
P3,172,18200214,True,0.03899344803940673,,
P3,173,18200215,True,0.0462254964473906,,
P3,174,18200216,True,0.07505218627014168,,
P3,175,18200217,True,0.05811267124040215,,
P3,176,18200218,True,0.05023613347120434,,
P3,177,18200219,True,0.04651190012744348,,
P3,178,18200220,True,0.07359891423316742,,
P3,179,18200221,True,0.027684179433061906,,
P3,180,18200222,True,0.05825072689858355,,
P3,181,18200223,True,0.01539231807652594,,
P3,182,18200224,True,0.09015301608491404,,
P3,183,18200225,True,0.020823708961519718,,
P3,184,18200226,True,0.04622549644738907,,
P3,185,18200227,True,0.04368232275717649,,
P3,186,18200228,True,0.028253486823128452,,
P3,187,18200229,True,0.046225496447394814,,
P3,188,18200230,True,0.06069201339298126,,
P3,189,18200231,True,0.026666995973083557,,
P3,190,18200232,True,0.058385974467067094,,
P3,191,18200233,True,0.03563457833202083,,
P3,192,18200234,True,0.01994807681030594,,
P3,193,18200235,True,0.022461862057088795,,
P3,194,18200236,True,0.026666995973083557,,
P3,195,18200237,True,0.07115889326885703,,
P3,196,18200238,True,0.032174556324598445,,
P3,197,18200239,True,0.0404575738564042,,
P3,198,18200240,True,0.018993579694389515,,
P3,199,18200241,True,0.046225496447391365,,
P4,0,18400042,True,0.05675192975969095,,
P4,1,18400043,True,0.06922400324248858,,
P4,2,18400044,True,0.04778348112432458,,
P4,3,18400045,True,0.04394783492347207,,
P4,4,18400046,True,0.05342355484959657,,
P4,5,18400047,True,0.037434106091932824,,
P4,6,18400048,True,0.02541910816273336,,
P4,7,18400049,True,0.0538400228406885,,
P4,8,18400050,True,0.05596132863473746,,
P4,9,18400051,True,0.08614937744557262,,
P4,10,18400052,True,0.0364294711046434,,
P4,11,18400053,True,0.03008419435677622,,
P4,12,18400054,True,0.07321336974317422,,
P4,13,18400055,True,0.05722255603061668,,
P4,14,18400056,True,0.051636133045534924,,
P4,15,18400057,True,0.0175228457093809,,
P4,16,18400058,True,0.02246186205708847,,
P4,17,18400059,True,0.028487344302703305,,
P4,18,18400060,True,0.07344097224360999,,
P4,19,18400061,True,0.055822035546832904,,
P4,20,18400062,True,0.04579378513985722,,
P4,21,18400063,True,0.015771299387613225,,
P4,22,18400064,True,0.0339225437688019,,
P4,23,18400065,True,0.03630847246459407,,
